family,alias_card_id,canonical_card_id,name,local_id,alias_set_id,alias_set_name,canonical_set_id,canonical_set_name,alias_upstream_status,canonical_upstream_status
crown_zenith_gg,swsh12.5-GG40,swsh12.5gg-GG40,Glaceon VSTAR,GG40,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG41,swsh12.5gg-GG41,Raikou V,GG41,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG42,swsh12.5gg-GG42,Zeraora VMAX,GG42,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG43,swsh12.5gg-GG43,Zeraora VSTAR,GG43,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG44,swsh12.5gg-GG44,Mewtwo VSTAR,GG44,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG45,swsh12.5gg-GG45,Deoxys VMAX,GG45,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG46,swsh12.5gg-GG46,Deoxys VSTAR,GG46,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG47,swsh12.5gg-GG47,Hatterene VMAX,GG47,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG48,swsh12.5gg-GG48,Zacian V,GG48,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG49,swsh12.5gg-GG49,Drapion V,GG49,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG50,swsh12.5gg-GG50,Darkrai VSTAR,GG50,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG51,swsh12.5gg-GG51,Hisuian Samurott V,GG51,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG52,swsh12.5gg-GG52,Hisuian Samurott VSTAR,GG52,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG53,swsh12.5gg-GG53,Hoopa V,GG53,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG54,swsh12.5gg-GG54,Zamazenta V,GG54,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG55,swsh12.5gg-GG55,Regigigas VSTAR,GG55,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG56,swsh12.5gg-GG56,Hisuian Zoroark VSTAR,GG56,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG57,swsh12.5gg-GG57,Adaman,GG57,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG58,swsh12.5gg-GG58,Cheren's Care,GG58,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG59,swsh12.5gg-GG59,Colress's Experiment,GG59,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG60,swsh12.5gg-GG60,Cynthia's Ambition,GG60,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG61,swsh12.5gg-GG61,Gardenia's Vigor,GG61,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG62,swsh12.5gg-GG62,Grant,GG62,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG63,swsh12.5gg-GG63,Irida,GG63,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG64,swsh12.5gg-GG64,Melony,GG64,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG65,swsh12.5gg-GG65,Raihan,GG65,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG66,swsh12.5gg-GG66,Roxanne,GG66,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG67,swsh12.5gg-GG67,Origin Forme Palkia VSTAR,GG67,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG68,swsh12.5gg-GG68,Origin Forme Dialga VSTAR,GG68,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG69,swsh12.5gg-GG69,Giratina VSTAR,GG69,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG70,swsh12.5gg-GG70,Arceus VSTAR,GG70,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
celebrations_cc,cel25-CC001,cel25cc-CC001,Blastoise,CC001,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC002,cel25cc-CC002,Charizard,CC002,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC003,cel25cc-CC003,Venusaur,CC003,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC004,cel25cc-CC004,Imposter Professor Oak,CC004,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC005,cel25cc-CC005,Dark Gyarados,CC005,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC006,cel25cc-CC006,Here Comes Team Rocket!,CC006,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC007,cel25cc-CC007,Rocket's Zapdos,CC007,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC008,cel25cc-CC008,_____'s Pikachu,CC008,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC009,cel25cc-CC009,Cleffa,CC009,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC010,cel25cc-CC010,Shining Magikarp,CC010,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC011,cel25cc-CC011,Team Magma's Groudon,CC011,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC012,cel25cc-CC012,Rocket's Admin.,CC012,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC013,cel25cc-CC013,Mew ex,CC013,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC014,cel25cc-CC014,Gardevoir ex,CC014,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC015,cel25cc-CC015,Umbreon ☆,CC015,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC016,cel25cc-CC016,Claydol,CC016,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC017,cel25cc-CC017,Luxray GL LV.X,CC017,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC018,cel25cc-CC018,Garchomp C LV.X,CC018,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC019,cel25cc-CC019,Donphan,CC019,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC020,cel25cc-CC020,Reshiram,CC020,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC021,cel25cc-CC021,Zekrom,CC021,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC022,cel25cc-CC022,Mewtwo EX,CC022,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC023,cel25cc-CC023,Xerneas EX,CC023,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC024,cel25cc-CC024,M Rayquaza EX,CC024,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
celebrations_cc,cel25-CC025,cel25cc-CC025,Tapu Lele GX,CC025,cel25,Celebrations,cel25cc,Celebrations Classic Collection,404,200
